match_id,game_time,patch,queue_id,puuid,placement,level,gold_left,status,traits,units
NA1_5259227899,2025-04-04 02:49:05.216000+00:00,15.7,1100,Xaw_K1-b9MFAZdi5O8tuwe82UFvXBNg_Vi00baF5Z5JRt0PAMEDY4EhCqIQ0_tWbIY2jm_k9GWnfQg,1,8,2,ok,"TFT14_BallisTek-1,TFT14_Bruiser-1,TFT14_Divinicorp-1,TFT14_Mob-2,TFT14_Strong-0,TFT14_Swift-1,TFT14_Thirsty-0,TFT14_Vanguard-1","Shaco-2,KogMaw-2,TwistedFate-3,Darius-3,Skarner-3,Braum-2,Gragas-2,MissFortune-2"
NA1_5259227899,2025-04-04 02:49:05.216000+00:00,15.7,1100,whSwM9VbB5aU8wQrnEDGjDmRvQcE2SCRRVBtTCN9O-OrFLqD3B-qi-WzCeHIixo9R8ANeyqPUPF1ag,7,8,0,ok,"TFT14_Armorclad-0,TFT14_BallisTek-0,TFT14_Bruiser-0,TFT14_Controller-1,TFT14_Cutter-4,TFT14_Divinicorp-3,TFT14_EdgeRunner-0,TFT14_Overlord-1,TFT14_StreetDemon-1","Ekko-1,Rengar-3,Varus-3,Gragas-1,Neeko-1,Vex-1,Renekton-1,Urgot-1"
NA1_5259227899,2025-04-04 02:49:05.216000+00:00,15.7,1100,rC9fkNsc87GwPDWnjQugEwcbmONnmQM7nKHt9O1thwtLKeVjRh4xMta5sUbAhFrmVIU6DVAIqMQJLw,3,8,35,ok,"TFT14_AnimaSquad-0,TFT14_Divinicorp-1,TFT14_EdgeRunner-0,TFT14_Immortal-1,TFT14_Marksman-2,TFT14_Mob-0,TFT14_StreetDemon-0,TFT14_Strong-0,TFT14_Thirsty-0,TFT14_Vanguard-2","Jhin-1,Rhaast-2,Jinx-2,Braum-2,Jarvan-2,Xayah-2,Leona-2,Aphelios-2"
NA1_5259227899,2025-04-04 02:49:05.216000+00:00,15.7,1100,o4l0l6rOWNc5GrbdB3uPOCVtAeQypfRr2ecMI4pD05eWGVbql-wODatkiqGGMf1234VY4XeJCNKxQw,2,9,31,ok,"TFT14_AnimaSquad-0,TFT14_Bruiser-1,TFT14_Controller-3,TFT14_Cyberboss-1,TFT14_EdgeRunner-0,TFT14_Immortal-1,TFT14_StreetDemon-1,TFT14_Supercharge-2,TFT14_Techie-1,TFT14_ViegoUniqueTrait-1","Ekko-2,Mordekaiser-2,Yuumi-2,Neeko-2,Ziggs-2,Annie-2,Samira-2,Kobuko-2,Viego-2,Kobuko-1"
NA1_5259227899,2025-04-04 02:49:05.216000+00:00,15.7,1100,NgAcjuiOjq4OcISUIoMHKTb1sHDn2SKoKJjZmMzhmArFa9jtwOZZGR_vcrFUe4ey2acF0EDSi-4FVA,6,9,2,ok,"TFT14_AnimaSquad-0,TFT14_Armorclad-1,TFT14_EdgeRunner-1,TFT14_HotRod-2,TFT14_Marksman-1,TFT14_Netgod-1,TFT14_Supercharge-1,TFT14_Swift-0,TFT14_Techie-0,TFT14_Thirsty-2","NidaleeCougar-2,Kindred-3,Shyvana-3,Jhin-3,Naafiri-2,Elise-2,Sejuani-1,Garen-1,Aurora-1,SummonLevel2-3"
NA1_5259227899,2025-04-04 02:49:05.216000+00:00,15.7,1100,MpmXYjPAerPumS9ZVY8QDxsLGWMSnSa6NGaFM6gmJhtmFO26Dg-4_uxiIBIHb23ErF4EWDZHR0EYQw,5,9,5,ok,"TFT14_AnimaSquad-1,TFT14_Bruiser-0,TFT14_Divinicorp-2,TFT14_HotRod-0,TFT14_Mob-1,TFT14_Thirsty-3,TFT14_Vanguard-2","Morgana-1,Sylas-2,Darius-2,Rhaast-1,Braum-2,Elise-1,MissFortune-2,Leona-2,Aurora-2"
NA1_5259196401,2025-04-04 02:24:30.255000+00:00,15.7,1100,_5kplNUvX2JgzVzaXlsqeD-6TNAwOteTy2YbvIG1ln1XmJN03US_kH7uDwXaQGwxs6dzywI7As_Buw,2,10,0,ok,"TFT14_AnimaSquad-1,TFT14_Armorclad-0,TFT14_Divinicorp-1,TFT14_EdgeRunner-0,TFT14_HotRod-0,TFT14_Immortal-1,TFT14_Marksman-2,TFT14_Netgod-1,TFT14_Overlord-1,TFT14_Strong-0,TFT14_Swift-0,TFT14_Thirsty-1,TFT14_Vanguard-1,TFT14_Virus-1","Kindred-2,Jhin-2,Jarvan-2,Xayah-2,Leona-2,Aphelios-2,Zac-2,Renekton-2,Garen-2,Aurora-2"
NA1_5259196401,2025-04-04 02:24:30.255000+00:00,15.7,1100,rC9fkNsc87GwPDWnjQugEwcbmONnmQM7nKHt9O1thwtLKeVjRh4xMta5sUbAhFrmVIU6DVAIqMQJLw,8,7,3,ok,"TFT14_Cutter-3,TFT14_Divinicorp-2,TFT14_EdgeRunner-0,TFT14_Immortal-1,TFT14_StreetDemon-0,TFT14_Strong-0,TFT14_Vanguard-1","Graves-3,Rhaast-1,Rengar-3,Varus-3,Jarvan-2,Vex-1,Vex-1"
NA1_5259196401,2025-04-04 02:24:30.255000+00:00,15.7,1100,MqpWLxXeJcKfNPCvMFPn0SlSFwpXQ-rJdgzDSjBkTfJlV827YAlDmWb6wazYyYQpjxMHHr-y8lmPkQ,7,9,0,ok,"TFT14_AnimaSquad-0,TFT14_Armorclad-0,TFT14_Bruiser-1,TFT14_Controller-4,TFT14_Cyberboss-1,TFT14_Divinicorp-1,TFT14_EdgeRunner-0,TFT14_Immortal-0,TFT14_Overlord-1,TFT14_StreetDemon-1,TFT14_Supercharge-1,TFT14_Techie-1","Zyra-2,Ekko-2,Mordekaiser-2,Yuumi-2,Neeko-1,Ziggs-2,Annie-2,Renekton-1,Kobuko-1"
NA1_5259196401,2025-04-04 02:24:30.255000+00:00,15.7,1100,KG4vyUTBRRJ2TjnoryaoBtE_xXI3OV5lDeJoHrhIonVNJcGpL6z1CTrWYMr9NMYCfEsYNiTfqCSO0g,3,9,0,ok,"TFT14_AnimaSquad-0,TFT14_Armorclad-2,TFT14_Bruiser-1,TFT14_Controller-0,TFT14_Cyberboss-3,TFT14_Divinicorp-2,TFT14_EdgeRunner-0,TFT14_Immortal-1,TFT14_Overlord-1,TFT14_Techie-1,TFT14_ViegoUniqueTrait-1","Poppy-3,Veigar-3,Illaoi-3,Gragas-1,Sejuani-2,Ziggs-1,Renekton-1,Kobuko-1,Viego-2,Garen-1"
NA1_5259196401,2025-04-04 02:24:30.255000+00:00,15.7,1100,ere8_hBxRyJvo3MTe8LPVWr-FDvusTpDCn_GbYi-P9acvPXDKQf3MF8kYxRZA2euFVZV9Grjr1nAFg,5,9,31,ok,"TFT14_AnimaSquad-1,TFT14_BallisTek-0,TFT14_Divinicorp-1,TFT14_Immortal-1,TFT14_Marksman-1,TFT14_Mob-0,TFT14_Strong-0,TFT14_Vanguard-3","Sylas-2,Rhaast-2,Skarner-2,Braum-2,Jarvan-2,Xayah-2,Leona-2,Leona-2,Aphelios-2"
NA1_5259196401,2025-04-04 02:24:30.255000+00:00,15.7,1100,7r1MY1NBJgN6vmzd0GyVjqjawMh0bVO6G7TYX6rXpPCY2e6MAB5JJfEk3M8T1_DCCQUvbNr9mOGE5A,6,8,52,ok,"TFT14_AnimaSquad-0,TFT14_Controller-3,TFT14_Cyberboss-0,TFT14_Immortal-1,TFT14_Netgod-1,TFT14_StreetDemon-1,TFT14_Supercharge-2,TFT14_Techie-0,TFT14_ViegoUniqueTrait-1","Ekko-2,Yuumi-2,Neeko-2,Ziggs-2,Annie-2,Samira-2,Garen-1,Viego-1"
NA1_5259196401,2025-04-04 02:24:30.255000+00:00,15.7,1100,cwsJNNQ6__PUKm5gb1ipgam7oCyMo20Py4G_UeT8BYmj1vPtntVE3zbiQkYmZ5DX5tnjaQb4Y-fCMw,1,9,2,ok,"TFT14_AnimaSquad-0,TFT14_Armorclad-0,TFT14_Bruiser-1,TFT14_Divinicorp-4,TFT14_HotRod-0,TFT14_Mob-1,TFT14_Overlord-1,TFT14_Thirsty-3,TFT14_Vanguard-1","Morgana-2,Darius-2,Rhaast-2,Braum-2,Elise-2,Gragas-2,MissFortune-2,Renekton-1,Aurora-2"
NA1_5259196401,2025-04-04 02:24:30.255000+00:00,15.7,1100,j8WP70h5XqP2iq8PvzcxwCLP155n7pdZ8R11tVnA30Lm7O26XsPd5yGxhZ8F0vB-ODEpFf6hlXLhoA,4,9,2,ok,"TFT14_AnimaSquad-0,TFT14_Armorclad-1,TFT14_Bruiser-1,TFT14_Divinicorp-4,TFT14_Immortal-0,TFT14_Overlord-1,TFT14_StreetDemon-0,TFT14_Strong-3,TFT14_Suits-0,TFT14_Vanguard-1","DrMundo-2,Vayne-2,Rhaast-2,Senna-3,Jarvan-2,Galio-1,Gragas-2,Zed-2,Renekton-2"
NA1_5259070220,2025-04-03 23:51:33.320000+00:00,15.7,1100,30FIiXGATRBivgH4GDc2sQWsMd_Z2H3_t6UtV1lSfMwnIwCKIVoTbHSRzx3-FoWQ0H8WkST3flaaYg,5,9,3,ok,"TFT14_AnimaSquad-3,TFT14_Armorclad-0,TFT14_BallisTek-0,TFT14_Controller-0,TFT14_Cutter-0,TFT14_EdgeRunner-0,TFT14_Marksman-1,TFT14_Strong-0,TFT14_Supercharge-0,TFT14_Thirsty-1,TFT14_Vanguard-1","Sylas-2,Jhin-1,Vayne-2,Illaoi-2,Yuumi-2,Xayah-2,Leona-2,Urgot-1,Aurora-1"
NA1_5259070220,2025-04-03 23:51:33.320000+00:00,15.7,1100,NLe8hG8J-ZlyYmfCAXPpO0mXI-U5C2T9-jYAUYe5uvZTNIbiiDM7BhjRrFXsuNhy28fxolKmeGH93A,8,8,2,ok,"TFT14_Bruiser-0,TFT14_Controller-1,TFT14_Cutter-0,TFT14_Cyberboss-0,TFT14_Marksman-0,TFT14_StreetDemon-3,TFT14_Strong-0,TFT14_Supercharge-0,TFT14_Techie-1","Zyra-2,DrMundo-2,Jinx-2,Rengar-2,Neeko-2,Brand-1,Ziggs-2,Samira-1"
NA1_5259070220,2025-04-03 23:51:33.320000+00:00,15.7,1100,pJwgKqsj1c3TPoVovmvQPHiTmGX_sk1mu1cUZohIQO3sz8IzQOevAHrNiLXqyNC8RUz4zFqOhnx9cA,7,8,51,ok,"TFT14_Armorclad-0,TFT14_Bruiser-0,TFT14_Cutter-0,TFT14_Divinicorp-7,TFT14_Netgod-1,TFT14_Overlord-1,TFT14_Strong-1,TFT14_Suits-0,TFT14_Thirsty-0,TFT14_Vanguard-0","Morgana-1,Rhaast-2,Senna-2,Gragas-2,Vex-1,Zed-2,Renekton-1,Garen-1"
NA1_5259070220,2025-04-03 23:51:33.320000+00:00,15.7,1100,XV0Fbi1WJT7g_g4oLJFmDWQlQse5xVIii9LQq-tC2H5RdK17eYnfmF3K4eVnAlJoMEcK-Ys1qzCRRg,4,8,32,ok,"TFT14_BallisTek-1,TFT14_Bruiser-1,TFT14_Cutter-4,TFT14_Divinicorp-2,TFT14_Immortal-1,TFT14_StreetDemon-1,TFT14_Strong-1,TFT14_Techie-0,TFT14_Vanguard-1","DrMundo-2,Graves-2,Rengar-3,Jarvan-2,Brand-2,Vex-2,Chogath-1,Urgot-1"
NA1_5259070220,2025-04-03 23:51:33.320000+00:00,15.7,1100,d_6rKLKJHqWa4xApzspsqTr5lhs4NIQFVuo3996FTLeVwd49InYU0dgbzmDCdEoCqKyyfir6onbQ1A,3,9,1,ok,"TFT14_AnimaSquad-0,TFT14_Bruiser-1,TFT14_Controller-3,TFT14_Cyberboss-1,TFT14_EdgeRunner-0,TFT14_Immortal-1,TFT14_StreetDemon-1,TFT14_Supercharge-2,TFT14_Techie-1,TFT14_ViegoUniqueTrait-1","Ekko-2,Mordekaiser-2,Yuumi-1,Neeko-2,Ziggs-2,Annie-2,Samira-2,Kobuko-2,Viego-1"
NA1_5259070220,2025-04-03 23:51:33.320000+00:00,15.7,1100,dTMrWLRSzCUToRPTDk-hyH4tmcmZeEUy7gKSl-Mw3UPyesOLxnWmcgCALy8w971j4SuRFVYGGryygA,2,9,0,ok,"TFT14_AnimaSquad-0,TFT14_Armorclad-1,TFT14_EdgeRunner-1,TFT14_HotRod-2,TFT14_Marksman-1,TFT14_Mob-0,TFT14_Supercharge-1,TFT14_Swift-0,TFT14_Techie-0,TFT14_Thirsty-3","NidaleeCougar-3,Kindred-3,Shyvana-3,Jhin-3,Naafiri-3,Elise-2,MissFortune-2,Sejuani-2,Aurora-2,SummonLevel4-4"
NA1_5259070220,2025-04-03 23:51:33.320000+00:00,15.7,1100,H76EHDHCr4fJFDXjM4spgB34rHFjS6-cAA3qq5qTZecYn0zpn-lRG9kX-0eS4ZuaSCTpe7LzUWgHaw,1,9,44,ok,"TFT14_AnimaSquad-3,TFT14_Armorclad-0,TFT14_BallisTek-0,TFT14_Controller-0,TFT14_EdgeRunner-0,TFT14_Immortal-0,TFT14_Marksman-1,TFT14_Strong-0,TFT14_Supercharge-0,TFT14_Techie-1,TFT14_Thirsty-2,TFT14_Vanguard-1,TFT14_ViegoUniqueTrait-1","Sylas-2,Seraphine-2,Jhin-2,Illaoi-2,Yuumi-2,Xayah-2,Leona-2,Aurora-2,Viego-2,Sejuani-2"
NA1_5259070220,2025-04-03 23:51:33.320000+00:00,15.7,1100,rC9fkNsc87GwPDWnjQugEwcbmONnmQM7nKHt9O1thwtLKeVjRh4xMta5sUbAhFrmVIU6DVAIqMQJLw,6,9,0,ok,"TFT14_AnimaSquad-0,TFT14_Armorclad-0,TFT14_BallisTek-0,TFT14_Bruiser-1,TFT14_Cyberboss-1,TFT14_EdgeRunner-0,TFT14_HotRod-0,TFT14_Immortal-0,TFT14_StreetDemon-0,TFT14_Techie-4,TFT14_ViegoUniqueTrait-1","Zyra-2,Seraphine-2,Veigar-1,Shyvana-1,Mordekaiser-2,Fiddlesticks-2,Brand-1,Kobuko-1,Viego-1"
NA1_5259042643,2025-04-03 23:12:29.254000+00:00,15.7,1100,RiYsXickQitMFUvagBipt2OR_5_OTkX1kYhtvCGTsqhhY2gXGmNkc9-_C7NAQUSW8ru5olDfy3g2dg,3,10,3,ok,"TFT14_AnimaSquad-1,TFT14_Bruiser-0,TFT14_Cyberboss-0,TFT14_Divinicorp-1,TFT14_EdgeRunner-0,TFT14_Immortal-1,TFT14_Marksman-2,TFT14_Netgod-1,TFT14_StreetDemon-0,TFT14_Strong-0,TFT14_Thirsty-1,TFT14_Vanguard-2","Sylas-2,Jhin-2,Rhaast-2,Jinx-2,Jarvan-2,Xayah-2,Leona-2,Aphelios-2,Garen-2,Kobuko-1,Aurora-1"
NA1_5259042643,2025-04-03 23:12:29.254000+00:00,15.7,1100,jjGZ6xQdO39fD-A4IKJznuoZOD7AO7TD7el6HkN6cNz5N9jNc-rmtXfkXndvuwFxuMrXq2td7mVzQg,5,8,1,ok,"TFT14_Armorclad-0,TFT14_BallisTek-0,TFT14_Bruiser-3,TFT14_Controller-0,TFT14_Divinicorp-1,TFT14_EdgeRunner-0,TFT14_Immortal-0,TFT14_Mob-0,TFT14_Overlord-1,TFT14_StreetDemon-1,TFT14_Strong-0,TFT14_Techie-1","Zyra-2,DrMundo-3,Alistar-3,Ekko-3,Darius-2,Mordekaiser-1,Chogath-1,Renekton-1"
NA1_5259042643,2025-04-03 23:12:29.254000+00:00,15.7,1100,yAo3Z4Z8nPKFCFxrg_QUYlsguz0aXFh1bil1Vtio8ifRylo0nQEmKJ3YRXYclnG_pAMYM2YjkmnsKA,6,8,11,ok,"TFT14_AnimaSquad-0,TFT14_Armorclad-1,TFT14_BallisTek-0,TFT14_Bruiser-0,TFT14_Cyberboss-1,TFT14_EdgeRunner-0,TFT14_HotRod-0,TFT14_StreetDemon-0,TFT14_Techie-3,TFT14_Thirsty-0","Zyra-3,Poppy-3,Seraphine-3,Veigar-2,Shyvana-2,Mordekaiser-1,Fiddlesticks-2,Brand-1,Aurora-1"
NA1_5259042643,2025-04-03 23:12:29.254000+00:00,15.7,1100,rC9fkNsc87GwPDWnjQugEwcbmONnmQM7nKHt9O1thwtLKeVjRh4xMta5sUbAhFrmVIU6DVAIqMQJLw,1,10,5,ok,"TFT14_AnimaSquad-0,TFT14_Bruiser-0,TFT14_Controller-4,TFT14_Cyberboss-1,TFT14_Immortal-1,TFT14_StreetDemon-1,TFT14_Suits-0,TFT14_Supercharge-2,TFT14_Techie-0,TFT14_Thirsty-0,TFT14_ViegoUniqueTrait-1","Ekko-2,LeBlanc-2,Yuumi-2,Neeko-2,Ziggs-2,Annie-2,Samira-2,Kobuko-2,Aurora-2,Viego-2,Garen-2"
